Quest ID,Quest Title,Quest URL,Comments
1334,Classic Quests,https://www.wowhead.com/classic/quest=1334,
1335,Classic Quests,https://www.wowhead.com/classic/quest=1335,
1336,Classic Quests,https://www.wowhead.com/classic/quest=1336,
1337,Classic Quests,https://www.wowhead.com/classic/quest=1337,
1338,Stormpike's Order,https://www.wowhead.com/classic/quest=1338,"Subject: ""This is how to complete this quest...""
Fly to Ironforge, ask one of the guards where the Deeprun Tram is, and take it to Stormwind. This is the only way to get to Stormwind from Loch Moden, without going all the way around into zones you shouldn't be getting into yet. | Subject: ""<Blank>""
Furen Longbeard is at 57,16 in Stormwind. Pretty much in the center of the Dwarven District, right next to the Journeyman Blacksmith. This quest ends with him."
1339,Mountaineer Stormpike's Task,https://www.wowhead.com/classic/quest=1339,"Subject: ""Loc""
Location is 24,18 | If you have completed or are on  Stormpike's Order then this quest will not be available to you.

You can quickly check by pasting this into a chat line:

/run print(IsQuestFlaggedCompleted(1338))
If this returns true, then this quest will not be available to you. | Subject: ""Correct""
Loch Modan 24,18 is correct. Checked | Subject: ""WARNING!""
You will not be able to get this quest if you have the quest ""Stormpikes Order"" in your quest log. Just abort that quest an then receive this quest from Mountaineer Kadrell. If you have already completed ""Stormpikes Order"" than you are out of luck."
1340,Classic Quests,https://www.wowhead.com/classic/quest=1340,
1341,Classic Quests,https://www.wowhead.com/classic/quest=1341,
1342,Classic Quests,https://www.wowhead.com/classic/quest=1342,
1343,Classic Quests,https://www.wowhead.com/classic/quest=1343,
1344,Classic Quests,https://www.wowhead.com/classic/quest=1344,
1345,Classic Quests,https://www.wowhead.com/classic/quest=1345,
1346,Classic Quests,https://www.wowhead.com/classic/quest=1346,
1347,Classic Quests,https://www.wowhead.com/classic/quest=1347,
1348,Classic Quests,https://www.wowhead.com/classic/quest=1348,
1349,Classic Quests,https://www.wowhead.com/classic/quest=1349,
1350,Classic Quests,https://www.wowhead.com/classic/quest=1350,
1351,Classic Quests,https://www.wowhead.com/classic/quest=1351,
1352,Classic Quests,https://www.wowhead.com/classic/quest=1352,
1353,Classic Quests,https://www.wowhead.com/classic/quest=1353,
1354,Classic Quests,https://www.wowhead.com/classic/quest=1354,
1355,Classic Quests,https://www.wowhead.com/classic/quest=1355,
1356,Classic Quests,https://www.wowhead.com/classic/quest=1356,
1357,Classic Quests,https://www.wowhead.com/classic/quest=1357,
1358,Sample for Helbrim,https://www.wowhead.com/classic/quest=1358,"Subject: ""Loc""
He's at 51,30"
1359,Zinge's Delivery,https://www.wowhead.com/classic/quest=1359,"Subject: ""Agreed""
It's a little tricky to find the spot. If you get the yellow dot to show, it'll look like she's right in that big room due south, but you have to go SW around this experiment-looking thing, and then curve around into a big room with a bunch of people. If you find the gnome, you're on the right path. Hope this helps"
1360,Reclaimed Treasures,https://www.wowhead.com/classic/quest=1360,
1361,Regthar Deathgate,https://www.wowhead.com/classic/quest=1361,"Subject: ""<Blank>""
I can comfirm 45,28

Just west of X-Roads in the hut.  Follow the road west towards Stonelon Mountains and you will run right into it. (almost inbetween X-Roads and the Stonelon Mts)
Just like it says in the quest. | Subject: ""Regthar Deathgate Coordinates""
45,28"
1362,The Kolkar of Desolace,https://www.wowhead.com/classic/quest=1362,"Subject: ""Loc""
56,60 | Subject: ""walk way""
I did guest this way: take wind rider sun rock retreat or walk to stonetalon mountains then go the charred vale. Then go south of charred vale until you see way to desolace, (coords: 30,77). Welcome desolace(monster levels here are 30-38), now proseed to these coords 56,60 complate guest 650xp. (if dont have any coords mod yet get it here http://www.curse-gaming.com/) | Subject: ""Needed: Messenger-boy to Desolace""
If you're going Desolace / Ghost Walker Post, go to Freewind Post first and pick up the quest from a Tauren standing near the Freewind Post windrider that is (you guessed it) carrying a message to Ghost Walker Post (an intro to Desolace from Thousand Needles). (I'm personally not a fan of the messenger-boy quests, but I understand their place in the game.)
While you're there, as someone has already said, tiptoe on down to Shadowprey Village and get the windrider there. If you're a cook, visit Wulan for the Expert Cookbook while you're in Shadowprey Village (bring 1g).
Weird, though -- I couldn't find a cooking fire in the Expert Cook's town. Maybe I was just tired and cross-eyed..."
1363,Mazen's Behest,https://www.wowhead.com/classic/quest=1363,
1364,Mazen's Behest,https://www.wowhead.com/classic/quest=1364,
1365,Khan Dez'hepah,https://www.wowhead.com/classic/quest=1365,"Subject: ""Spawn locations""
At this point, I assume there are three places where he spawns:

73.41, The northern big tent
74.48, The southern big tent
72.46, Up on the main stage

These are all near each other, anyways. | Found him near the coords marked on the map (https://www.wowhead.com/classic/npc=5600). He was in a big tent. There are about 3 or 4 other Kolkar around, levels 31-32. He's alone in the tent however once you clear the area."
1366,Centaur Bounty,https://www.wowhead.com/classic/quest=1366,
1367,Magram Alliance,https://www.wowhead.com/classic/quest=1367,"Before accepting this quest or Gelkis Alliance (https://www.wowhead.com/classic/quest=1368) it is a good idea to check the rewards for the final quest in the series since you can only complete one series without taking a lot of effort faction grinding after finishing one series.

The rewards for the Gelkis Alliance series are:
-Gelkis Marauder Chain (mail chest: 14 agi, 7 str https://www.wowhead.com/classic/item=6773)
-Uthek's Finger (off-hand: 5 stam, 5 int, 5 spi https://www.wowhead.com/classic/item=6774)

The rewards for the Magram Alliance series are:
-Magram Hunter's Belt (leather belt: 8 agi, 9 stam https://www.wowhead.com/classic/item=6788)
-Ceremonial Centaur Blanket (cloak: 2 int, 9 spi https://www.wowhead.com/classic/item=6789) | Subject: ""Rewards v. XP""
      If you really want leather armor or you find yourself questing in South Desolace often, choose to pick the Magram rather than the Gelkis. If you want mail armor or you find yourself questing in East Desolace often, go ahead and side with the Gelkis.
      I would side with the Gelkis just because it's much easier to kill the Magram for rep or quests. The Gelkis are mostly in that cave (oh, how I hate that cave!) and the huge hole in the ground that's hard to kill in. Magrams have water in their camp true, but all the more reason to pick them. No close-quarters fighting for you casters, and flee into the water if you get too many adds.
      In reality, it's all up to you. | Subject: ""Ends at""
This quest ends at 75.68 | Fun facts:
Each kill gives you 20 reputation, while taking 100 reputation from the opposing faction.
Therefore, it will take you 50 kills in order to become Friendly with the prescribed faction. | Here's an overall of the quests and their exp rewards...
- Magram -
:. Assault on the Kolkar .: 2550 exp. Difficulty: Easy at proper level.
:.Broken Tears.: 2850 exp. Difficulty: Easy at proper level.
:.Gizmo for Warug.: 2050 exp Difficulty: Damn easy, may cost you some money.
:.Khan Shaka.: 2850 exp Difficulty: Moderate, may require a group.
:.Khan Hratha.: 1700 exp, and rewards mentioned in above posts. Difficulty: Moderate - Difficult depending on level and class. May require a group.
Total EXP: 12000

- Gelkis -
:.Raid on the Kolkar.: 2550 exp Difficulty: Easy at proper level
:.Stealing supplies.: 1350 exp, 18 silver in quest rewards Difficulty: Easy at proper level
:.Ongeku.: 2850 exp Difficulty: Difficult. The camp where Ongeku is crowded, and they're all runners.
:.Khan Jen.: 2850 exp Difficulty: Moderate.
:.Khan Hratha.: 4300 exp Difficulty: Difficult.
Total exp: 13900

Although the Gelkis quests are a bit harder, they do seem to yield more exp and there's some extra silver from one of the quests. I honestly don't know why the final magram quest yields less exp than the gelkis final quest. They're both the same. >_> | Subject: "">.<""
Gelkis are at  39.90 at Desolace | I read through the advice given for both chains, and considered the gear rewards, but to be honest, what is most important is the XP, right? Naturally, the Alliance scum get more in the chain (typical Blizzard) than the awesome Horde with the faction introduction quests.

(Alliance)
Brutal Politics - 2,050xp
Assault - 2,550xp
or
Strange Alliance - 2,050xp
Raid on the Kolkar - 2,550xp

(Horde)
Gelkis Alliance - 660xp
or
Magram Alliance - 660xp

(Both)

Gelkis Questline
Stealing Supplies - 1,350xp
Ongeku - 2,850xp
Khan Jehn - 2,850xp
Khan Hratha - 4,300xp and this or this

Total = 12,010xp

Magram Questline
Broken Tears - 2,650xp
Gizmo for Warug - 2,050xp
Kahn Shaka - 2,850xp
Khan Hratha - 4,300xp and this or this

Total = 12, 510xp - but costs the price of one Advanced Target Dummy server dependant (1gold 30silver on my server - not worth 500xp)

Basically, Alliance scum get more XP than Hord regardless of the chain you pick, or if you're crazy and grind back rep to do both chains. Magram rewards an extra 500xp, but you'll need to pay out some cash for it, so factor this into your choice. The gear rewards are pretty meh, and it's likely you have better - but if you somehow have worse, it might be worth it to you.
Last edited by Wyr3d on 2019/10/26 | Subject: ""Warug""
Warug is located north-east of the village, on a hill. Look for a path that isn't to steep into the mountains. He will, of course, show up on the minimap when you get close enough. | NPC to turn in the quest is at 74, 68 at the top of a small hill with a campfire."
1368,Gelkis Alliance,https://www.wowhead.com/classic/quest=1368,"Before accepting this quest or Magram Alliance (https://www.wowhead.com/classic/quest=1367) it is a good idea to check the rewards for the final quest in the series since you can only complete one series without taking a lot of effort faction grinding after finishing one series.

The rewards for the Gelkis Alliance series are:
-Gelkis Marauder Chain (mail chest: 14 agi, 7 str https://www.wowhead.com/classic/item=6773)
-Uthek's Finger (off-hand: 5 stam, 5 int, 5 spi https://www.wowhead.com/classic/item=6774)

The rewards for the Magram Alliance series are:
-Magram Hunter's Belt (leather belt: 8 agi, 9 stam https://www.wowhead.com/classic/item=6788)
-Ceremonial Centaur Blanket (cloak: 2 int, 9 spi https://www.wowhead.com/classic/item=6789) | Fun facts:
Each kill gives you 20 reputation, while taking 100 reputation from the opposing faction.
Therefore, it will take you 50 kills in order to become Friendly with the prescribed faction. | The Magram Villiage is located around 73,73

The Gelkis Villiage is 37, 86 | Subject: ""Magram Village""
Location of Magram Village is around 73,74 | Subject: ""coords for uthek the wise""
he can be found at the very southwest of desolace at the gelkis camp

36,79 | Subject: ""Long but easy""
Every Magram I killed was worth 20 rep with the other clan.  You can watch your rep by going to character info/reputation and watching the points add up.  Took me 80 kills to get from 1400 to 3000, and it didn't matter what centaurs I killed.

They are based around 65,80

Funny thing is, they just let you walk up to them and start smacking away.  Even when your rep goes to unfriendly, it's hard to aggro.

BTW, since you have to kill about 40 magram, get ""Centaur Bounty"" befor you start. Might as well be collecting centaur ears as you go along. | If you are too high level you get only 4 rep instead of 20, could take some time to begin the quest chain then... | Subject: ""Exactly what to do""
You need to go to 73,73 on the desolace map.

Kill all the enemies, you get -20 per enemy then and you need  -1000 reputation so you need to kill 50 of them.

I was lvl 35 got 650 xp.

turn it in at 35,78 | I read through the advice given for both chains, and considered the gear rewards, but to be honest, what is most important is the XP, right? Naturally, the Alliance scum get more in the chain (typical Blizzard) than the awesome Horde with the faction introduction quests.

(Alliance)
Brutal Politics - 2,050xp
Assault - 2,550xp
or
Strange Alliance - 2,050xp
Raid on the Kolkar - 2,550xp

(Horde)
Gelkis Alliance - 660xp
or
Magram Alliance - 660xp

(Both)

Gelkis Questline
Stealing Supplies - 1,350xp
Ongeku - 2,850xp
Khan Jehn - 2,850xp
Khan Hratha - 4,300xp and this or this

Total = 12,010xp

Magram Questline
Broken Tears - 2,650xp
Gizmo for Warug - 2,050xp
Kahn Shaka - 2,850xp
Khan Hratha - 4,300xp and this or this

Total = 12, 510xp - but costs the price of one Advanced Target Dummy server dependant (1gold 30silver on my server - not worth 500xp)

Basically, Alliance scum get more XP than Hord regardless of the chain you pick, or if you're crazy and grind back rep to do both chains. Magram rewards an extra 500xp, but you'll need to pay out some cash for it, so factor this into your choice. The gear rewards are pretty meh, and it's likely you have better - but if you somehow have worse, it might be worth it to you.
Last edited by Wyr3d on 2019/10/26"
1369,Broken Tears,https://www.wowhead.com/classic/quest=1369,"cosmos loc is 38,90. Cave is called Bolgan's hole. It is located in the very southern part of the zone, you have to cross a rickety wooden susspension bridge to get there, and ther are a few mobs on the way. Hope this helps.

As of today, np collecting the crystals. | Subject: ""Coordinates""
Coordinates ARE at 38,91"
1370,Stealing Supplies,https://www.wowhead.com/classic/quest=1370,"I found 5 of the 6 on the island at 73, 73. Check all around the huts, front, sides and back. | Subject: ""cosmos coords""
This part of quest is best done at 73,74. there are ten bags at this spot and you only need 6. | Subject: ""Easy indeed""
They are inside the bright yellow bags 1 near each tent (e.g. 69,78) . | pick the bullets and sell them on the AH, twinks love these."
1371,Gizmo for Warug,https://www.wowhead.com/classic/quest=1371,"you were interested in aquiring a dummy and you cant find on on AH AND you do not mind putting some money into it, then here's what you need:
1 iron strut, 1 bronze framework, 1 gyrochronatom, 4 heavy leather, 1 Lvl 185 Engineer

Cant find that stuff you say? Here are the core elements:
3 iron bars, 2 bronze bars, 1 gold bar, 4 heavy leather, 1 medium leather, 1 wool cloth

Good luck and happy questing. | This quest series continues with the quests ""Khan Shaka"" and finally ""Khan Hratha""

https://www.wowhead.com/classic/quest=1375
https://www.wowhead.com/classic/quest=1381 | Subject: ""Coordinates""
Why are you people confusing everyone? Coordinates for Warug are 75,68. I fyou don't know what you're talking about, please don't post! | Subject: ""These quests are pointless...""
Both magram and gelkis suck, so just do the gelkis alliance.Thats why:
1.Gelkis have better rewards.
2.They have more sensible quests, as uthek is aiding her tribe while warug is just plain stupid and mean.
3.Magram are actually easier to kill.Just watch for the pack runners.
4.Gelkis chests in their caves you can loot when you are friendly with them.

All in all, centaurs suck. | Subject: ""And My Alliance With You Ends Here...""
    ...Really. Warug asks for some stupid thing only skilled Engineers can make. I got mine by spamming the Trade Chat, and when I saw that after giving him the damned thing, he wanted me to kill some Khan, I just stopped. Sure I dd the next one but geez, what a lazy bum :D.
    If you want to stop here in this chain, it would be sensible. However, after leaving the Magram I saw that I had to go to STV. I didn't want to, so I clicked 'At War' on the Magram Rep Bar and turned around and started killing them.
    I highly reccomend stopping here and turning traitor to helping the Gelkis. Take the Nijel's quest and the Gelkis quest chain, and you got yourself a good two more levels out of Desolace. | Subject: ""Re: Gizmo for Warug [1371]""
I'm happy to make these for people at no charge, providing they send the mats.

I play on Dunemaul as Gringel (alliance).

The mats list, for reference, are as follows:

four heavy leather
three iron bars
two bronze bars
one gold bar
one medium leather
one wool cloth"
1372,Nothing But The Truth,https://www.wowhead.com/classic/quest=1372,
1373,Ongeku,https://www.wowhead.com/classic/quest=1373,"Subject: ""Horde and Alliance Directions to Swamp""
From Desolace, walk/ride/fly in your most direct route to Auberdine, Darkshore (alliance) or Ratchet, Barrens (alliance or horde).

Auberdine: Take the boat to Menethil. Fly/walk to Ironforge, then fly/tram to Stormwind. Fly/walk south east to Duskwood, and from Darkshire (town) go east through Deadwind Pass then south-east along the roads to Swamp of Sorrows.

Ratchet: Boat to Booty Bay in Stranglethorn Vale, then walk/ride up to Duskwood. Avoid the guards if horde and take Deadwind Pass through to Swamp of Sorrows.

There may be a better route from STV to SoS that doesn't involve going through alliance ground, but I'm alliance so I didn't look into it much. I just saw the only feasible way to SoS is DWP, which is accessible from Duskwood.

Alliance: if you can't avoid/survive Barrens Guards, take the long menethil route, especially if you have all the FP's I meantioned. Its safe and familiar. | Subject: ""61,20""
Coords are precise. For those who don't have Cosmos (missing out big time), simply follow the road to the left when it forks until you get to Fallow Sanctuary. He's near the back of this place near a campfire. If you have a class that can stealth, this quest is easy. If not, it'll be a long fight to get to him as the road is surrounded by mobs, making it hard to solo below lvl 40 or so. He's a lvl 37 non-elite that can be pulled alone and away from any trouble. | Its actually pretty easy all you have to do is go to grom gol run thru duskwood and go west into deadwind past which has no agroable mobs and you'll be in swamp of sorrows..

btw found him at 63,20 | It is called draenethyst, and it is new to our earth. It comes from a place where mountains fly, and where demons rule.
I love those subtle hints at Outland in Classic quests <3 | Subject: ""co-ord""
confirmed found at 65,22 | Subject: ""Swamp of Sorrows""
Swamp of Sorrows - Eastern Kingdom
If you are following the road east and get to Fallow Sanctuary, I found Onegku just past the first hut icon that you can see on the map. Actually, I came up from the river instead though, that way I didn't really have to spend tonnes of time killing my way in. He is by a cauldron over a fire, it's not super easy to see the cauldron but you can if you look closely. He was on the right side of the road, the black cauldron is ON the fire, with little bubbles coming out of it. He is non-elite and there are about 2 other non-elites near him...but I was able to pick them off individually first and THEN get Oneku. | Gave up in frustration trying to find this guy my first time through wow classic, but found him on my second character. He was a bit west of the marker that Questie puts on the map, standing near a cauldron. I was easily able to pull him solo after dispatching one additional mob on the perimeter."
1374,Khan Jehn,https://www.wowhead.com/classic/quest=1374,"Subject: ""Loc and Info""
66,80 Inside of the Tent

He summons a Maruader with him so it can be a little challenging at a lower level.

I solo'd easily only healing myself once at level 39 Shaman (no totems).

Those of you without coords....Southwest tip of the lake in the camp. | Subject: ""Re: Khan Jehn [1374]""
I also got confused with all of the previous comments so here it is the correct info:

Coords: 66,80 in Desolace

He can be found inside a tent around the same place were you did the first Gelkis quest. He is level 37 and he summons a 35 mob to help killing you. First, defeat the mobs out of the tent, and then go inside and kill Khan Jehn and his add.

Cleared now? | 66,80 Inside of the Tent | Subject: ""the trick""
Khan jhen is still bugged, BUT :

As an earlier poster said , start meleeing him. After some time ( approx 2 min for me ) he started attacking back. HP werent dropping on him, at least not in the target window.

Keep hitting him, with spell and sword, whatever you like - he WILL die.

For me he stayed in the tent and fell dead there. Dumb thing was I was outside when he died, following the *WRONG* advice of some other posters.

So the corpse is out of range to loot.

THE TRICK :
As this has apparently to do with a lag issue , I thought, lets relog.
And BINGO , after relogging khan jhen was on his final resting place outside of the tent for me. I looted the corpse and went my way.

So relogging when you cant loot him might help you as well !

Good huntings,"
1375,Khan Shaka,https://www.wowhead.com/classic/quest=1375,"Subject: ""<Blank>""
his cords are 40,96 | Found him in the back of the cave where you found the broken tears. Once your inside follow the cave till it splits. Here there are 2 ways to go, you must go straight behind the tent. The way right leads to a dead end, but if you do go right you can jump down to the path that leads to the Khan. The Khan has 2 level 36 body guards who agro with him. I managed to get him and his two buddies to agro without the rest of the room. The cave entrance is at loc 38, 90 | Subject: ""location""
He in cave where you did Tear Broken quest early. He lv 37 with 2 lv 35 guard. ALL are normal quest. Can solo at lv 40. | Subject: ""Directions""
Hug the right-hand wall of the cave, you'll find him."
1376,Classic Quests,https://www.wowhead.com/classic/quest=1376,
1377,Classic Quests,https://www.wowhead.com/classic/quest=1377,
1378,Classic Quests,https://www.wowhead.com/classic/quest=1378,
1379,Classic Quests,https://www.wowhead.com/classic/quest=1379,
1380,Khan Hratha,https://www.wowhead.com/classic/quest=1380,
1381,Khan Hratha,https://www.wowhead.com/classic/quest=1381,
1382,Strange Alliance,https://www.wowhead.com/classic/quest=1382,"Subject: ""Clan Locations""
Gelkis Clan Area: Around (39,81) Area towards SW corner of map.
Magram Clan Area: Around (60,73) The lakes at the SE area of map.

I personally suggest becoming friendly with Gelkis, simply because you will be able to reach Ferelas easier with the path.

~Melagius~
Malygos Server | Subject: ""Coords""
Uthek the Wise is at 36,79. | Subject: ""Is it worth it if they are grey?""
Everyone starts with 2000/3000 neutral with both centaur clans.  Each kill is +20/-100 rep if they give exp and +4/-100 rep otherwise.  Bosses (there is only 1 of each clan) get you +25/-125 rep if they give exp and +5/-125 otherwise.
You become KoS with one clan after 20 kills, slightly faster if you kill the named.  To get friendly you would need 1000 rep which is also 20 exp kills but to get the 1000 rep from no exp kills takes 500!  IMHO you will be grinding rep for a lot of different factions in the end so there is no point burning out early by faction grinding near useless centaurs. | Subject: ""Magram Location""
You can find the magram on the other side of the kodo graveyard: 65,76 | Subject: ""pick one quest or the other""
It might technically be possible to do both this quest and Brutal Politics...

Both quests are chains ending at about lvl 42, and you must retain your reputation with your chosen clan to complete them. F.or each kill you gain 20 rep with the opposing clan and lose 100 rep with the clan you killed. So to complete one quest and then try to reverse your reputation with the other clan to complete the other quest would not only take more kills than the first but would also be a waste of time since you would already have exceeded the level of the quest. After reviewing each chain of quests to the end, I have chosen this quest for several reasons.

1. the Gelkis are enroute to Feralas, and the Magram are easily avoidable. I didn't want to compromise future travel

2. you can collect Centaur ears from the Magrams to complete the quest Centuar Bounty

3. this quest will not cost me money or have any hard to obtain items as certain aspects of Brutal Politics does

4. Although the end reward for this quest is not usuable for my character it will fetch more cash (almost twice as much) in the end & I already have better equipment than the reward for the other quest.

So I suggest reading through the forums for the quests yourself and then decide which one you might want to do.

p.s. I read somewhere on one of these quests that you can open your Reputation Menu (K) and uncheck ""at war"" with your unfriendly clan and they won't attack you. I haven't tried this yet, but it's worth a shot.

and Uthek the Wise is at 36,79

Edited, May 19th 2007 10:12am by gratefulbeauty | Subject: ""Horde Quest as well""
The Horde can also do this quest"
1383,Nothing But The Truth,https://www.wowhead.com/classic/quest=1383,
1384,Raid on the Kolkar,https://www.wowhead.com/classic/quest=1384,"Subject: ""Kolkar village""
The kolkar village is approximately at tloc 69,49

for people who hasn't cosmos is near the centre-east part of desolace | Subject: ""got drop from all""
i got the drops pretty fast and i was fighting all kinds. | Abysmal droprate. Be prepared to farm a while."
1385,Brutal Politics,https://www.wowhead.com/classic/quest=1385,"Subject: ""Which quest to choose""
Choose this quest If you need leather armour, and ""strange alliance"" If you need mail armour. check the final rewards.

NUFF SAID | Subject: ""co-ords""
Warun is at 74,68 .

You need to kill a lot of Geikies (whatever) to gain his advantage ! | Subject: ""Easy does it""
muhaha... very easy... just hit characterifo buttom... and then under the reputation tab click on the gelkis/Mangram clan centaurs... a little pop up will aprear to the right .... select show as exp bar... bingo!... NOW YOU KNOW HOW MANY YOU MUST KILL.... forget about maths... gelkis camp is as arround 39.80 and magram camp is at about 69.70... GL mates.. | Subject: ""WARUG LOCATION""
Well I found the Gelkis spokesperson relatively easily, but Warug, the Magram spokesperson was a bit harder.

If you look at Magram Village, there is a small island with tents on it. Looking at the map, draw a straight line north from the island. Warug is North of the island and EAST of the imaginary line you drew. You should see the indicator on your minimap when you get close enough (he's hangin out by a big fire)

Hope this helps | Subject: ""Warug""
Warug at hill with bonfire, NE of village."
1386,Assault on the Kolkar,https://www.wowhead.com/classic/quest=1386,"Subject: ""Nice Quest.""
I got this one :)

ALl 3 the Kolkar's are at the same place, a bit north of the questgiver.

I found all of mine in a square of like ... 68,43 - 70,50
The Scouts were the hardest to find.

Total time ... it took half an hour maybe. And as 37 Priest I got between 90 - 100XP per kill."
1387,Centaur Bounty,https://www.wowhead.com/classic/quest=1387,
1388,Nothing But The Truth,https://www.wowhead.com/classic/quest=1388,
1389,Draenethyst Crystals,https://www.wowhead.com/classic/quest=1389,"This quest can be deceptively difficult. You only have to harvest crystals from the big crystal formations found throughout the Draeni village called The Fallow Sanctuary. It's the area in the north-northeast of the zone. I found that the Draeni character models blend VERY well with the surrounding swamp, so what looks like an easy one-on-one kill can become two-on-one or even three-on-one. It doesn't help that the mobs are level 37-38.

If you have the patience and want to play it extremely safe, you will usually find one or two crystal formations with only one nearby mob. Just loot those and wait on a respawn.

Due to the fact that the Draeni blend in, and they tend to run when their health is low, you can end up with some very nasty fights, so it's not a bad idea to bring one or two friends for backup.

You can accomplish much more than this quest in this area, though. If you are allied with the Gelkis centaur in Desolace, one of their later quests sends you to retrieve a gem from Ongeku, who is found in the northwestern part of the village. Near him you can find a caged human that starts an escort quest. Finally there is a rare spawn chieftan that tends to spawn near Ongeku. | Subject: ""actually....""
I found the crystals on the northern road around 55,27 and they don't drop from something, you pick them up.  Beginning/end of this quest is at 25,31 ish | Subject: ""do multiple quests at once!""
These crystals look like giant Lesser Moonstones (turqoise crystals, can't miss 'em) jutting out of the ground near the Forsaken encampment.  They spawn pretty quickly, so just get the easy ones at the western edge of the encampment if you're solo.

For another quest in this immediate area, go to the eastern edge of the encampment and pick up the escort quest from the NPC in the cage (a group is recommended for this one).  He is right next to the broken wagon where you get the supplies that the other NPC (in SW part of map) wanted (after you do the kill spiders, crocs, etc quest).

You may also find a supply box on the water's edge.  This starts an (Alliance only?) delivery quest that is really easy (you have to go to Nethergarde anyway).  Be sure and get the gryph point, to the right and up the wooden tower from the turn-in NPC in Nethergarde."
1390,"<nyi> Oops, We Killed Them Again.",https://www.wowhead.com/classic/quest=1390,
1391,Nothing But The Truth,https://www.wowhead.com/classic/quest=1391,
1392,Noboru the Cudgel,https://www.wowhead.com/classic/quest=1392,"Subject: ""Clearing up the misunderstandings...""
Noboru is the mon that drops the club/mace... right click on it for the quest (try to equip it basically)...

He wanders randomly in the swamp but his main base is the small island just north of Horde Stonard... the tent is smoking that may be what appears to be a campfire...

(it is the same island tent that you have to go to get the box from the escort quest of th ehuman that was in a cage in the refuge)

You take the mace, after you right-click it to launch the quest, to the stationary NPC named Matgoor in the nw corner os SoS... as soon as you come in the zone from Red Ridge area head north into 26,31 coords (i think its called Misty Valley)... then you give it to him and it triggers second part of quest to get crystals from the lost ones...

Crystals are not dropped - they are huge and are in the refuge village area... you can't miss them, this is a good time to get the escort quest... then you return the (6?) crystals to complete at the same time you are escorting the human out of the swamp since it is the same direction and his escort quest completes before the Matgoor camp...

Note: good time to do the ""...Bugs"" quest... you go straight through the lost ones camp at the Refuge and to the coast... kill the crabs Silt ones and Huge ones all drop the legs you need. | Subject: ""Only once""
Though you can kill Noboru more than once (and probably will as you wander the area), the cudgel will only drop once. Incidentally to ""activate"" the quest, you need to right click on the cudgel once it's in your inventory. This will bind it to you and allow you to turn in the quest.

Edited, Sat Jan 15 03:35:42 2005"
1393,Galen's Escape,https://www.wowhead.com/classic/quest=1393,
1394,Final Passage,https://www.wowhead.com/classic/quest=1394,
1395,Supplies for Nethergarde,https://www.wowhead.com/classic/quest=1395,"Subject: ""like every other failed quests""
if you waited too long to go deliver them, the crate of stones will disappear from your inventory. Just go abandon the quest and go back to the guy in Darkshire to get the quest again. I recommend, running to Nethergarde Keep first, take a gryphon back to Darkshire, accept the quest, then fly right back. You spend maybe 6silver for flight, but you get like 50silver as reward and XP (depending on your level). Easy enough quest to do. | Subject: ""easy easy easy""
I did this quest without a FP in five minutes. Take Deadwind pass and just keep to the main road so the birds won't attack. Then when you hit SoS, hang a right at Splinterspear Junction, then the next right after that. Follow that road into the Blasted Lands until it opens up in front of you and you see the level 45+ animals. Go left and follow the road as it turns back north. Voila, Nethergarde Keep!

The only thing that you may have to fight is a couple of orc scouts in SoS, but I was mounted and just out ran them. Easy XP in this one. | The crate of stones expires after a certain period of time, just pick it up again in Darkshire. If you are en-route to Nethergarde Keep when they expire then continue and speak to the flight master there so that you can fly back to Darkshire then back to Nethergarde Keep quickly. | Subject: ""Very easy, just run""
I read the stones have 60 min timer.
That is enough for walking or mount.
When you receive quest, just walk to east, and you see Deadwind pass. Keep at left side, this road is 100% mob free. Then you're already by Swamp of Sorrow. Follow the road, but you shall see some mobs walking around. Try avoid them.
Keep running on the way to Stonard (keep at right side of the roads)
Then you see the way to right, follow it now.
When you're in The Blasted Lands, you see a mine at left side. Walk up the hill to the mine, named Garrison Armory. You see the castle Nethergarde Keep already. Walk there. No mobs risks are here.
Between big buildings, at right side of the small tower, you see him. Walk now more to right, behind the big building, you see fly master.
(I have running with mount the road little more south and then left to the Keep. The mob risk is little higher, but it's also possible. But just passing the mine at left is sure 100% mob free.) | Subject: ""XP""
2900 at level 47"
1396,Encroaching Wildlife,https://www.wowhead.com/classic/quest=1396,
1397,<nyi> Saved!,https://www.wowhead.com/classic/quest=1397,
1398,Driftwood,https://www.wowhead.com/classic/quest=1398,
1399,Classic Quests,https://www.wowhead.com/classic/quest=1399,
1400,Classic Quests,https://www.wowhead.com/classic/quest=1400,
1401,Classic Quests,https://www.wowhead.com/classic/quest=1401,
1402,Classic Quests,https://www.wowhead.com/classic/quest=1402,
1403,Classic Quests,https://www.wowhead.com/classic/quest=1403,
1404,Classic Quests,https://www.wowhead.com/classic/quest=1404,
1405,Classic Quests,https://www.wowhead.com/classic/quest=1405,
1406,Classic Quests,https://www.wowhead.com/classic/quest=1406,
1407,Classic Quests,https://www.wowhead.com/classic/quest=1407,
1408,Classic Quests,https://www.wowhead.com/classic/quest=1408,
1409,Classic Quests,https://www.wowhead.com/classic/quest=1409,
1410,Classic Quests,https://www.wowhead.com/classic/quest=1410,
1411,Classic Quests,https://www.wowhead.com/classic/quest=1411,
1412,Classic Quests,https://www.wowhead.com/classic/quest=1412,
1413,Classic Quests,https://www.wowhead.com/classic/quest=1413,
